app_id,app_url,trino_app_name,trino_description,conversation_summary,bo_link,msid,payment_provider,overall_verdict,overall_color,confidence,top_category,top_subcategory,matched_keywords
69ded9f0d0ab02e752f8d7a0,https://lurking-wealth-way-path.base44.app,WealthWay Coaching,,,,f320eb2e-b8a6-4319-99a7-1b486654b984,,Likely Supportable,green,40,,,
69cc3046d9fdc2812b4f06aa,https://kinetic-current-guide.base44.app,Kinetic Current,,"The ""Aspen Angling Co."" project has recently focused on implementing a ""Coming Soon"" banner and improving the website's SEO. A sticky banner was added to both the main home page and the calendar page to announce the upcoming launch. Concurrently, significant SEO enhancements were made to the `index.",,ba5db798-e763-4152-b93e-9665e3dd2a81,,Likely Supportable,green,40,,,
69e18805da6e18f352340d47,https://nova-hub-pro.base44.app,NovaHub,,,,c75ab8ea-d1e1-41c8-bbba-9e8827b23f05,,Likely Supportable,green,40,,,
6994e0a0c4f2726ea790d558,https://readyfam.base44.app,ReadyFam,,"The project has finalized the ""Staging Area"" workflow for catalog management. Administrators can now selectively toggle `is_staged` status on `CatalogItems` both when editing existing items and when manually adding new ones via the `AddItemForm`. This allows items to be held back from the user-facin",,c778d428-8730-4468-8113-a7741543e8d0,,Likely Supportable,green,40,,,
69e183c269b27f8c1c104b70,https://sceptical-lead-pulse-grow.base44.app,LeaderPulse,,,,2ed50de3-63fa-4654-9972-95f56ba543c2,,Likely Supportable,green,40,,,
69e18168e7aaeff36370307e,https://strict-nova-vault-hub.base44.app,NovaHub,,,,2e6316c9-877e-402d-81ff-0f5d2528f138,,Likely Supportable,green,40,,,
69ded607b216a25f5c7a50ad,https://kinetic-performance-labs-app.base44.app,Kinetic Archive,,,,83633f13-1d4d-4aee-9f9c-799b52dfcab1,,Likely Supportable,green,40,,,
69de7221a3944cba03908966,https://watch-alert-path.base44.app,SpotWatch,,,,e0a0c90b-c7c8-4b4d-9a1b-5d10d827226e,,Likely Supportable,green,40,,,
69e17c3e6620afa88f720d76,https://opal-braelyn-blox-verse.base44.app,BraelynBlox,,,,0ee7aa56-e58a-4876-8249-b31384d5643b,,Likely Supportable,green,40,,,
69b0510c3c93b26ce465cb7a,https://my-chronos1.base44.app,Chronos,,"The project ""Chronos"" is a time-tracking and retrospective logging application. Recent development has shifted to refining the `EntryForm` UI, ensuring that shortcut suggestions remain fixed to a predefined list (e.g., ""Sleep,"" ""Morning Routine,"" ""Class"") rather than being influenced by dynamic rece",,e6e2e541-af89-4354-9e04-fe0102db42c6,,Likely Supportable,green,40,,,
69e01bfda43ba82acc4c68e5,https://grab-gold-rush.base44.app,Gold Rush Arcade,,,,b0a8b4dc-d758-4235-830f-7d67359e0585,,Likely Supportable,green,40,,,
69e1777b901a409e0d02e763,https://costa-surf-book.base44.app,CostaVerde Bookings,,,,17d1af0b-508e-4b93-8da8-4dc66f5f0726,,Likely Supportable,green,40,,,
69dee54428d99f4c91259b8d,https://invisible-synergy-flow-app.base44.app,SynergyFlow,,,,99b437cb-6519-4c92-9ce9-eee2ce0f557e,,Likely Supportable,green,40,,,
69e17829e7218cb7a603a92e,https://neo-crash-vault.base44.app,NEO-CRASH TERMINAL,,,,b20d731e-7dc9-4502-88b7-efc4bf0ba43b,,Likely Supportable,green,40,,,
69e17228da6e18f352340418,https://kinetic1.base44.app,Kinetic Atelier,,,,010d032e-0969-4a57-9bcc-f3d9485b7941,,Likely Supportable,green,40,,,
699a95f27c634ada8742681d,https://perky-construct-pro-hub.base44.app,ConstructPro ERP,,"The project has evolved into a comprehensive Gmail-integrated automation suite for business and construction project management. Building upon previous foundations like CRM contact linking and vendor invoice parsing, the system now features a centralized ""Email Workflow Router."" This function classi",,bed9fdf9-c5b3-4a9a-8f51-417607dea72f,,Likely Supportable,green,40,,,
69e053a14a02c3f24588b6b7,https://amped-build-lab.base44.app,Amped Customs,,,,d62fed8b-0945-4892-a094-fbe6d0952434,,Likely Supportable,green,40,,,
69e163e4c12359bbb2bfbaa2,https://smoke-signal-spot.base44.app,Smoke Signal,,,,0ccd8a23-e93b-405d-ac92-c45d52cfaa7a,,Likely Supportable,green,40,,,
69e16f95dfb90d9ccf1ae540,https://pitch-ultra-gear.base44.app,PitchUltra,,,,4cad1264-ea8d-4190-8c4d-2fdee9889dac,,Likely Supportable,green,40,,,
69e0445fc3432105ea84ab33,https://style-closr-flow.base44.app,Closr,,,,75d3581f-a1ee-4d64-9800-14e9e5d8df50,,Likely Supportable,green,40,,,
69e16e476f821a33facd5e99,https://purring-kinetic-loom-wear.base44.app,Kinetic Textiles,,,,9822b883-d712-4092-a4d8-eec15be8e011,,Likely Supportable,green,40,,,
69e170107ec33cf6b6e56ac7,https://defiant-gentle-grief-space.base44.app,GriefSpace,,,,0eb4ad98-e40b-4fb8-b614-d3f5b1074536,,Likely Supportable,green,40,,,
6972c54035063824a53d7959,https://family-helper-a53d7959.base44.app,FamilyHelper,,"The user is building a community help platform named ""KindCare"" (now ""מילואים אישי""). This platform aims to connect busy parents with community helpers. Parents can post requests for help (e.g., babysitting, school pickups, tutoring) and pay a monthly subscription fee. Helpers can fulfill these requ",,1a9dd202-b2c4-490b-9634-12c24fe80ff5,,Likely Supportable,green,40,,,
69e167ea289ba8a84c596bd7,https://own-your-equity.base44.app,Equitas MLS,,,,8c45163d-6b4a-4f83-abdf-d6ff1b9ef958,,Likely Supportable,green,40,,,
69e14a4727c577e567718de7,https://masked-crew-sync-flow.base44.app,CrewSync,,,,c4c743e3-0ab4-4bad-9725-da93d538845e,,Likely Supportable,green,40,,,
69e16438365d4c9105ac46cc,https://defiant-wealth-folio-pro.base44.app,WealthFolio,,,,72713c63-ad15-41ce-83e8-b0c744ed276d,,Likely Supportable,green,40,,,
69d86922021ca3a62f97edb9,https://tap-hell-rush.base44.app,Button From Hell,,"The ""Button From Hell"" application has been updated to support data persistence, ensuring that player progress is maintained across browser sessions. The codebase, specifically within `pages/Game.jsx` and `pages/Challenges.jsx`, was refactored to replace `sessionStorage` with `localStorage`.

This c",,d2a270bf-da97-4aac-b242-a223d83282dc,,Likely Supportable,green,40,,,
69d47ee20746aca5c0da6d9b,https://praxis-office-flow.base44.app,Praxis,,"The user is building ""Praxis,"" a premium virtual executive office platform that aims to combine the functionalities of Evernote (notes, organization) and Zoom (meetings). The platform is envisioned as a ""Digital Headquarters"" for professionals. Key features include an interactive virtual office with",,3ea7dec3-5c45-4155-87c6-19cca62cd89a,,Likely Supportable,green,40,,,
69e1602571860d382ba05c17,https://book-meet-bridge.base44.app,LitConnect,,,,6753b102-527f-49a9-ab63-deebd0eb603c,,Likely Supportable,green,40,,,
69e14955dfb90d9ccf1ad54a,https://nexus-elite-wealth.base44.app,Clout Crown ,,,,625ccbca-02ea-41b6-a016-6a373249030b,,Likely Supportable,green,40,,,
69e15995c3db42ebcb5e5efa,https://little-blessing-plush.base44.app,Positive Jesus Plushies,,,,a62b1e96-1667-4a5d-a4bd-9c276f99ebe4,,Likely Supportable,green,40,,,
69e157fb3b7135f847c1b71d,https://greek-coffee-club.base44.app,Greek Coffee Membership,,,,645bbe81-5cac-4c7d-9098-fca344085df1,,Likely Supportable,green,40,,,
69e153bf234cab19c9914135,https://delightful-swing-sync-pro.base44.app,SwingSync Pro,,,,b07e4b7a-ac5f-4af3-88d0-8ffaae8302cf,,Likely Supportable,green,40,,,
69e1531f8c07192f3542184d,https://pure-motion-aether.base44.app,Aether Motion,,,,2924c6ca-0f1f-4fb4-bac3-80646791c70d,,Likely Supportable,green,40,,,
69e14863786b790948ce5d70,https://find-hidden-gaps.base44.app,GapSense,,,,93b991ee-a2a7-4ccb-a4eb-3841a02ca68f,,Likely Supportable,green,40,,,
69d900cd1e271a406d707127,https://cyan-fit-cycle-flow.base44.app,FitCycle,,"The user has initiated a project to build a bi-weekly budget and weekly meal planner application tailored for beginners interested in fitness. The application features a 2-week budget cycle to track income and expenses, alongside a weekly meal planning interface that provides workout-friendly meal s",,030847a2-05b4-493d-a2cc-2faf7c5f711e,,Likely Supportable,green,40,,,
69e08712bfaeee2b30ffbd74,https://loan-fit-ready.base44.app,LoanFit,,,,37a92f01-2454-4666-b0a4-2fee7b839a45,,Likely Supportable,green,40,,,
69e13626c050835cd25b0599,https://glow-cincy-club.base44.app,Cincinnati Skin Center Portal,,,,c3177af4-7b7a-49b8-b87c-83815543bff7,,Likely Supportable,green,40,,,
69e145a1f3ebfcbb62c2487b,https://kinetic-vault-keys.base44.app,Kinetic Virtuality,,,,36a095b9-73a3-4aef-b026-860b7b0b01c4,,Likely Supportable,green,40,,,
69e145a5624e9de9a652b94f,https://wolf-capital-core.base44.app,Wolf Investing Co.,,,,cf94debe-6195-45cc-817a-44e0ebfecd66,,Likely Supportable,green,40,,,
69e13eaa650758d5fcce3be5,https://graham-clan-gifts.base44.app,Graham Clan Gift Shop,,,,c062d120-1dee-4af4-b85f-9626da45926f,,Likely Supportable,green,40,,,
69e13d057d99dc9d478eb4fe,https://seal-vault-shield.base44.app,SealVault,,,,87d84266-27e6-4492-aff2-be8defd99206,,Likely Supportable,green,40,,,
69e139d677b7f6024d4bf4e1,https://neural-strike-keys.base44.app,NeuralStrike,,,,1a90bfe3-4835-4395-88ec-8b5413b3bb42,,Likely Supportable,green,40,,,
69dc31d3bc8a382269354511,https://precise-chronos-path-learn.base44.app,ChronosPath,,,,77961d40-7650-46a7-84c4-1690d99829bb,,Likely Supportable,green,40,,,
69e12ff1e4e597eaf8278308,https://smart-evasive-study-path.base44.app,StudyBoost AI,,,,3cee2da0-2c4a-4ad2-8481-e2263aca1332,,Likely Supportable,green,40,,,
69e132aec1c09e7f46941c3f,https://belize-trip-flow.base44.app,Belizely,,,,e91bfb64-555d-48ee-9fce-9ef8a3cc3dcd,,Likely Supportable,green,40,,,
69e133417aef601e75eba807,https://chirpy-nebula-chat-flow.base44.app,NebulaChat,,,,cbe61419-9e47-4beb-aee8-1a23a7d8808f,,Likely Supportable,green,40,,,
69db61d3230713b01b3c9db6,https://soul-freedom-lab.base44.app,Operation Freedom,,"Operation Freedom is a comprehensive, cinematic neo-soul production platform designed with a ""Vintage Velvet Tech"" aesthetic (obsidian, copper, and parchment). The application provides 22 specialized studio tools organized in a collapsible sidebar rack, including a 14-channel mixing board with VU me",,d7a9b116-19dc-4d23-8485-ac627895e2a1,,Likely Supportable,green,40,,,
69e13093b5095b16aa4e47b7,https://find-vintage-gold.base44.app,CuratorAI,,,,cb8d5c02-f5ae-4904-b9ad-9107c8275f7c,,Likely Supportable,green,40,,,
69d430342d9da0c0f37ca3d7,https://sip-link-brew.base44.app,Joined at the Sip,,"The ""Joined at the Sip"" drink shop application has undergone a significant expansion and UI/business logic simplification. The menu was broadened with the addition of eight new energy drink variations, each accompanied by AI-generated imagery. To ensure visual uniformity, the product photography for",,eb56376c-bb96-4e0a-9044-3213c35d9893,,Likely Supportable,green,40,,,
69dfe08a0c8e9839adb9f1ba,https://shemar-custom-craft.base44.app,Shemar Customs Order Portal,,,,126fd2e2-04b7-4228-a5b2-6d03ef3a766e,,Likely Supportable,green,40,,,
69e120a039effb6cf66983cf,https://mindful-momentum-hub.base44.app,Mindful Momentum,,,,2bd7607b-8862-4d5e-98a7-ee7adc47a75a,,Likely Supportable,green,40,,,
69dc6dc85d89cc9ca50cf29b,https://fridge-snap-feast.base44.app,FridgeChef AI,,"The user has developed ""FridgeChef,"" a web application that utilizes AI image recognition to identify ingredients from user-provided photos and generate recipe recommendations. The project is built using a clean, modern UI with Tailwind CSS and integrated with the Base44 backend for file uploads and",,f62fe777-ed54-4753-87bd-9daa877a0157,,Likely Supportable,green,40,,,
69e104347afb50b1637690ad,https://provocative-help-others-now.base44.app,76767,,,,2ac55e23-0eb2-433d-ac15-d09dce49fda8,,Likely Supportable,green,40,,,
69b7d62b93ab740930878df4,https://widmanuniversity.base44.app,Widman University Everywhere,,"The user is building ""Everywhere Financial Management,"" a faith-based personal finance app designed for subscribers. The application features a comprehensive suite of tools, including a dashboard with daily scriptures, budget planning, subscription tracking, an investment hub (stocks, real estate, p",,6496e2e4-8347-410c-b85e-d3fdc2e27268,,Not Enabled for Wix,orange,70,Financial Services,Digital Banking / Money Services / P2P Payments,['financial management']
69e110b06b979bdcbe80b630,https://prime-pixel-drop.base44.app,Wallpapr,,,,c268b085-90fb-49a7-8ac1-60b6ba94646f,,Likely Supportable,green,40,,,
69e10e65d20dcff20a3e78d1,https://miniature-find-your-finds.base44.app,Found,,,,a1d71636-3f1a-4195-b1bc-ad61bac97f00,,Likely Supportable,green,40,,,
69e10d94037d3f4eed50db76,https://verity-ed50db76.base44.app,Verity,,,,a3ef09b5-f1d0-4751-b256-4bb609feb9d4,,Likely Supportable,green,40,,,
69b40808d1e866e44452ad7c,https://vault-armor.base44.app,VaultArmor,,"The ""VaultArmor"" project has undergone significant navigation and feature updates. The Settings link was moved from the `BottomNav` to a gear icon within the `VaultHeader`, and a new export functionality was implemented via `lib/exportVault.js`. This allows users to decrypt their stored vault items ",,baa0c572-3714-403f-83e7-d1f14f3fae9c,,Likely Supportable,green,40,,,
69e1011716cabd47fd183ac4,https://juicy-live-stage-flow.base44.app,StageFlow,,,,59004c4f-fcee-4225-810b-89c6e60b8cad,,Likely Supportable,green,40,,,
69e0fe867ef029fd79f97f07,https://merciful-pure-text-flow.base44.app,HumanizeAI,,,,033c18c2-3977-4ed1-a03d-a353b4ec7f5f,,Likely Supportable,green,40,,,
6907b40abac43b6381c86e43,https://luxe-nails-studio-81c86e43.base44.app,Luxe Nails Studio,,"The user is building a beauty salon website for ""Luxe Nails Studio"" owned by Sapir Barda. The project has evolved through several stages, focusing on core features, aesthetic refinement, and administrative functionalities.

Initially, the focus was on fixing existing pages and integrating social med",,39da1b05-d6dd-4d5c-89f0-2378b5f417e9,,Likely Supportable,green,40,,,
69e0f3383c5ff9d850177faa,https://trademaster-courses-pro.base44.app,TradeMaster Academy,,,,dead3f27-c275-4921-9d18-a61f5edc7505,,Likely Supportable,green,40,,,
69e0f3943c054bc924481c31,https://hospitable-vibe-cart-shop.base44.app,VibeCart,,,,480c752d-c3fb-421c-a484-3eeff6c1d662,,Likely Supportable,green,40,,,
69e0ec4e32d76dc68120de00,https://magnetic-local-connect-now.base44.app,LocalConnect,,,,efabd4f7-9ed3-440e-9893-bae84a8367c3,,Likely Supportable,green,40,,,
69892860791db6cfc7c7692e,https://christ-fellowship-international-c7c7692e.base44.app,Christ Fellowship International,,"The ""Christ Fellowship International"" platform has been significantly expanded to include a tiered subscription model and advanced community features. The platform now utilizes a new `Subscription` entity to manage access levels: a ""Free"" tier (limited access), a ""Silver"" tier (access to all feature",,d9502b75-f054-4946-9b8a-a75e6b506456,,Likely Supportable,green,40,,,
69e08fe1c13ed1dace05c5a9,https://codes-of-justice.base44.app,Codes of Justice,,,,27e2cc31-4ccc-48d6-979c-1cf8baf30b66,,Likely Supportable,green,40,,,
69ad075ccdf44738ff4a478f,https://carolinalasercraft.base44.app,SaberBros,,"The project focus has shifted to establishing a comprehensive `Product` catalog for a lightsaber storefront. After initially resolving display issues for the ""E02-A"" model by switching to a stable hosted image, the user requested the import of the full TXQ lightsaber catalog. 

The agent successfull",,31b0472d-fdee-4bd6-bd6f-4e935898f53a,,Likely Supportable,green,40,,,
69e09e307739ffa2f315da49,https://grumpy-craft-course-flow.base44.app,CourseFlow AI,,,,e1ea2b73-c9dc-454d-805d-b6d6f8ea7a42,,Likely Supportable,green,40,,,
69e098a606eca51f47982e37,https://vocal-canvas-live.base44.app,Vocal Canvas,,,,036358cf-94e0-4991-be36-ba75533e5af3,,Likely Supportable,green,40,,,
69e091c8feb5df8a5adb7743,https://astute-calm-core-flow.base44.app,SerenityAI,,,,b99c9bed-afba-413e-a6c1-beaf78d3d907,,Likely Supportable,green,40,,,
69e0802a3409e7988d85f9da,https://east-pay-flow.base44.app,PaymentEast,,,,18dfe158-d0e2-43ad-8092-dcf1aad6420f,,Likely Supportable,green,40,,,
69e074227fba948c45f0d94d,https://spry-market-hub-find.base44.app,Marketplace Hub,,,,607ce504-f2e6-4961-8ca9-1f2f01265ba6,,Restricted — Review,orange,70,Marketplaces and Aggregators,Marketplace / Multi-Vendor Platform,['marketplace']
69e078c1608433ea3c057795,https://smart-budget-flow-frisky.base44.app,Financify,,,,883f40af-c1ea-4666-b531-0ab6de088e41,,Likely Supportable,green,40,,,
69e079a012a75626a88d5839,https://lafontaine-market-hub.base44.app,La Fontaine Market Hub,,,,86aad9f7-063c-4ca4-bc04-4117ce643025,,Likely Supportable,green,40,,,
69d3f10b9155fc574bdbb842,https://find-ucloud-living.base44.app,UCloud LA,,"The ""UCloud"" platform has expanded its administrative and frontend capabilities, notably with the implementation of a weekly automated email system for subscriber data. Recent efforts focused on enlarging the rental property database by adding two new Malibu listings: ""Malibu Coastline Apartments"" a",,59e6ae7f-9a7c-4b06-b688-720a01405cb8,,Likely Supportable,green,40,,,
69dee0a2ef2b29546cf2f41f,https://omniscient-flow-logic-logistics.base44.app,FlowLogic AI,,,,7e6c2ebb-f956-4643-936b-a01a3767617e,,Likely Supportable,green,40,,,
69cf01d6eb1a631fac37e305,https://jd-ac37e305.base44.app,JD,,,,4ab9cd68-38d5-4a7c-a084-8363e30f7a72,,Likely Supportable,green,40,,,
69e0566972890e0c721cb8b7,https://learn-craft-flow.base44.app,CourseCraft AI,,,,e5495e14-8396-4039-a542-aa31af7b7120,,Likely Supportable,green,40,,,
69daef7d99babcbd12161b2b,https://jack-pot-app-copy-12161b2b.base44.app,Jack pot — App (Copy),,,,4a25d6ca-0353-4270-94ea-51380d397c33,,Likely Supportable,green,40,,,
69e05a81e61756844c34c497,https://clause-guard-scan.base44.app,ClauseGuard,,,,a7b0a9b5-c356-4723-87ac-5f3831b4d61c,,Likely Supportable,green,40,,,
69df67354eb7bd0969ccd0fc,https://seek-wisdom-open.base44.app,OpenMind,,,,f4d18ef4-b8f5-477e-978d-9e74faccf2f9,,Likely Supportable,green,40,,,
69d1a0433ae75734884072ad,https://apush-cat-academy.base44.app,Apush Cats,,"The project work has focused on two primary areas: content standardization for `MCQQuestion` entities and UI updates for the application. Following a successful audit and correction of improper punctuation—specifically replacing incorrectly used colons and em dashes—across Units 6 through 9, the con",,c4d7ae99-c054-4044-bc15-052f5b953758,,Likely Supportable,green,40,,,
69d7456819869d3b11406ce9,https://live-well-daily-reset-flow.base44.app,Daily Reset AI,,"The ""Daily Reset AI"" project has finalized its mobile-optimization phase, focusing on achieving a native app-like experience. Key infrastructure updates include the implementation of `useScrollPreservation` to maintain scroll positions across main navigation tabs and the integration of React `lazy` ",,e27975fb-8952-4e4a-8f9f-05a2d9c512d9,,Likely Supportable,green,40,,,
69e04be3f69680853109a5e1,https://barnett-vault-drop.base44.app,Barnett Vault,,,,3411fdc6-392b-46e0-9034-28bc393686a8,,Likely Supportable,green,40,,,
69d86ebf75fd33bd98e7f0fd,https://amethyst-vault-secure.base44.app,Amethyst Vault,,"The Amethyst Vault platform is now fully optimized for mobile devices while maintaining its existing feature set for desktop users. The primary architectural changes involved implementing responsive layout logic, including the introduction of a `BottomNav` component that appears only on mobile, and ",,127c6d77-31b0-4595-867d-616f6f45a604,,Likely Supportable,green,40,,,
69e048b637bb927f0b84a385,https://merry-smart-ledger-flow.base44.app,Ledgerflow,,,,38b9eefc-e817-4034-9ece-a49180b301df,,Likely Supportable,green,40,,,
69def809d8801d3ba047a9cf,https://mama-move-flow.base44.app,MamaMove,,,,3bced1e2-6dd3-4e86-8596-30dd9ac27f4e,,Likely Supportable,green,40,,,
69ded4c1a3a3b9e2a478c48a,https://hypnotic-morning-anchor-app.base44.app,Morning Anchor,,,,53679834-7915-4bd7-9df7-d5e18da8041d,,Likely Supportable,green,40,,,
69d5c9fd3df3c43ff193dd31,https://roots-volleyball-hub.base44.app,Roots,,"The project, ""Roots,"" is a volleyball club management platform currently focused on refining its branding and data integrity. Key visual updates include the integration of customized, AI-generated shield-style logos for the club's seven distinct teams (12 Sprout through 18 Thornstorm). Following the",,189d8e36-f0a7-4683-a41f-b8ac83e3b515,,Likely Supportable,green,40,,,
69def85e8eb424c8b7adc361,https://goal-achiever.base44.app,QuestLevel,,,,1dc9244a-25e7-4885-9841-67fe43a74422,,Likely Supportable,green,40,,,
69e039285efc2139a8a323de,https://novagen-lab-core.base44.app,NovaGen Research,,,,d4a4d6eb-79ee-4c27-8558-e1aa84a8daf6,,Likely Supportable,green,40,,,
69e036976123ea525f164a99,https://yardbroswork.base44.app,YardBros Pro,,,,e02c9236-3ae4-4e69-bb87-3cb3bbe00fb3,,Likely Supportable,green,40,,,
69e03dc5f49cfde3dd251666,https://hasty-echo-mind-flow.base44.app,EchoMind,,,,8d2e5363-938b-4844-b346-c90ac17d7b63,,Likely Supportable,green,40,,,
69dfee083b2804ee056d9d43,https://sovereign-seal-notary.base44.app,Sovereign Seal,,,,83007f1a-5da6-4b74-8f98-9cbb4064d375,,Likely Supportable,green,40,,,
69e031465c7bb4cecf8027b7,https://superagent-cf8027b7.base44.app,Superagent,,,,6679d282-de25-47c7-a0fd-121f92d04f5b,,Likely Supportable,green,40,,,
69293527e70b5e8af0649c65,https://techez.base44.app,TechEZ,,"The user is building a web application and has recently focused on enhancing the homepage with new sections and improving lead generation. Following the successful implementation of a ""Get a Quote"" feature and its mobile responsiveness, the user requested to add a ""Tech Stack"" section to the homepag",,df9512cc-c2c7-4972-ae64-061855a6dca3,,Likely Supportable,green,40,,,
69e02c5dec18f8a82bd1b324,https://serious-quest-daily-flow.base44.app,HabitQuest,,,,c0f6aa2f-b765-455e-a6a0-21833d16a5bf,,Likely Supportable,green,40,,,
69e01cfadf125367b331f6a1,https://tempo-eats-now.base44.app,On Tap,,,,5e7c2535-ef5e-4b72-a7fa-4fe4f0228fbf,,Likely Supportable,green,40,,,
69e02a2fc9f636f114fff3e2,https://paper-mommy-help.base44.app,Paper Mommy,,,,4dae445f-4faa-45c0-8dd3-7f3455c7f8b3,,Likely Supportable,green,40,,,
69e028d7e34e45fec7b1ca7a,https://solid-terra-flow-pro.base44.app,TerraFlow,,,,5dfc1fe7-5915-4063-9e7d-9e1052d5a789,,Likely Supportable,green,40,,,
69e027e1fb321df31bdd90a4,https://just-call-now.base44.app,Just Call,,,,1197d619-bb84-4dd4-9c42-c662c57b5e76,,Likely Supportable,green,40,,,
69e01fa4f696808531098e9f,https://seven-tool-peak.base44.app,7 Tool Athlete Training,,,,9695ad96-6d91-4204-909b-f8b106e772ca,,Likely Supportable,green,40,,,
69c00d3be3bbc9483caf3511,https://trust-trade-sync.base44.app,ClientBlacklist,,"The project has undergone significant functional enhancements centered on administrative communication, moderation, and data management. Key developments include:

**Administrative Communication and Workflow:**
*   **Centralized Messaging:** A shared `ComposeMessageDialog` component was created to u",,7208e55a-886d-4f97-a931-8eebae61edd2,,Likely Supportable,green,40,,,
69e004a4e34e45fec7b1bf62,https://affable-swift-mail-craft.base44.app,SwiftMail AI,,,,04f249d1-9b91-44a7-9938-dbed01c14c56,,Likely Supportable,green,40,,,
69dc0c5e9d227b137ebd8d1e,https://sterling-market-sense.base44.app,SterlingSentient,,,,6078d68a-1dc5-49a9-a624-6ef8f51222a4,,Likely Supportable,green,40,,,
69dfe08b986888d6246d0635,https://click-crate-pro.base44.app,CS Case Clicker,,,,57931d16-a15c-4556-8cbf-bb3ea0f43f5c,,Likely Supportable,green,40,,,
69be2869d2d3e89243880933,https://obedient-glow-daily-notes.base44.app,Dose of Life,,"The ""Dose of Life"" application has been enhanced with advanced filtering capabilities on the `History` page, including a collapsible panel for mood multi-select, date range, and tag-based filtering. The `Journal` page now features an interactive `DailyAffirmation` component with a persistent ""favori",,b4337bcb-b7de-4c61-ae8f-73dc4956e911,,Likely Supportable,green,40,,,
69dfe1031d84a1010cb28387,https://elite-nil-deal-pro.base44.app,NIL Offer Engine,,,,24e0506c-8d6f-4118-b4a8-0b82a2404fbe,,Likely Supportable,green,40,,,
