app_id,app_url,trino_app_name,conversation_summary,bo_link,msid,overall_verdict,overall_color,confidence,top_category,top_subcategory,matched_keywords,manual_review_status,bo_link,separator,base44_app_link,Comments,TRUE / FLASE
69d26a2fb5743079ad721245,https://accurate-pro-pick-play.base44.app,PickPredict,"The user is building ""PicksPro,"" a fantasy sports prediction platform modeled after PrizePicks, featuring a dark-themed UI. The platform allows users to navigate through various sports categories, select player stat projections (over/under), build entries, participate in tournaments, and view promot",,8de2fc5d-02e2-448f-8cf3-903022d2e9a4,Not Supportable,red,70,Gambling and Games of Skill,Virtual Casino / Loot Box / Cash Prize Games,['fantasy sports'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=8de2fc5d-02e2-448f-8cf3-903022d2e9a4&providerId=,,https://app.base44.com/apps/69d26a2fb5743079ad721245/editor/preview,picks on sport,TRUE
6962baa0be43dfa6288bba2b,https://authenti-track-288bba2b.base44.app,AuthentiTrack,"The user is developing an anti-counterfeiting platform for ""Made in USA"" products. Key features include product registration, a manufacturer dashboard, certificate generation, and an AI-driven verification portal. Recent architectural decisions focused on optimizing the UI, specifically resolving bu",,f4a1f62c-c23a-4573-ba69-d3ecc8197c63,Not Supportable,red,90,Illegal Products and Services,Counterfeit / Fake IDs / Human Trafficking,['counterfeit'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=f4a1f62c-c23a-4573-ba69-d3ecc8197c63&providerId=,,https://app.base44.com/apps/6962baa0be43dfa6288bba2b/editor/preview,,FALSE
69d3861c318b1a465e0c1196,https://stardom-growth-hub.base44.app,Stardom,"The user has built **Stardom**, a subscription-based social media platform for new businesses featuring video content, live streaming, community donations, and a monthly funding contest ($10k prize). The app utilizes a ""Prime"" membership model and a dark, premium aesthetic with electric purple and g",,ceb93a06-c4d9-4ff5-8406-953702671dc5,Restricted — Review,orange,25,Fundraising,Standalone Donations / Charity Platform,['donations'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=ceb93a06-c4d9-4ff5-8406-953702671dc5&providerId=,,https://app.base44.com/apps/69d3861c318b1a465e0c1196/editor/preview,the app includes monthly funding contest ($10k prize),TRUE
69d219006a987daf10e52fe0,https://neon-spark-match.base44.app,NeonMatch,"The SparkMatch dating application project has been fully initialized with core functionality including profile discovery, matching, and messaging systems supported by `Profile`, `Match`, and `Message` entities. Recent updates have focused on enhancing user experience and feature parity, including th",,20f36c9b-de5a-4d36-9d2a-1f749d1099c6,Not Supportable,red,100,"Adult Content, Products, and Services",Dating Apps / Matchmaking / Companionship,"['dating app', 'dating']",null,https://bo.wix.com/wix-payments-bo/dashboard?msid=20f36c9b-de5a-4d36-9d2a-1f749d1099c6&providerId=,,https://app.base44.com/apps/69d219006a987daf10e52fe0/editor/preview,Dating app,TRUE
69d1acbd77c6a97dfbaa73b4,https://unnatural-spin-luck-vault.base44.app,SpinWin,"The ""Wraphle"" application has been enhanced with a new `MyAccount` page, providing users with a dedicated dashboard to track their engagement. This page features a real-time token balance display, a history of past raffle entries, and a status tracker for pending payment transactions, utilizing `luc",,9dcbbcb1-9c57-4084-9171-c500e72340ec,Likely Not Supportable — Review,red,30,Gambling and Games of Skill,Lottery / Raffle / Giveaway with Purchase,['raffle'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=9dcbbcb1-9c57-4084-9171-c500e72340ec&providerId=,,https://app.base44.com/apps/69d1acbd77c6a97dfbaa73b4/editor/preview,raffles,TRUE
69d08626218aebcc22805b48,https://terra-flow-core.base44.app,FinWise,"The FinWise application has been fully transformed into a private, user-authenticated financial planning platform with integrated data isolation. The project utilizes a local username/password system, ensuring that income, expense, and savings data are persisted securely per user account. The core e",,a5d35ed2-a88c-4da3-ae72-0bcde58cda71,Restricted — Review,orange,25,Financial Services,Financial Consulting / Advisory,['financial planning'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=a5d35ed2-a88c-4da3-ae72-0bcde58cda71&providerId=,,https://app.base44.com/apps/69d08626218aebcc22805b48/editor/preview,the app includes stock picks,TRUE
69d2d7852086e9e3edaef642,https://grace-round-gives.base44.app,GraceRound,"The user is building ""Savior Change,"" a micro-donation platform designed to roundup user transactions and donate the spare change to selected churches. The application branding has been refined, and the user is currently focused on the feasibility of automating the roundup and payout process.

Key d",,f0866abd-61b8-42ba-af98-9a4dda409e0f,Restricted — Review,orange,50,Fundraising,Standalone Donations / Charity Platform,['donation platform'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=f0866abd-61b8-42ba-af98-9a4dda409e0f&providerId=,,https://app.base44.com/apps/69d2d7852086e9e3edaef642/editor/preview,money donations on behalf of UoU: Link your debit card and automatically round up every purchase to the nearest dollar. The spare change goes directly to your local church — effortlessly.,TRUE
69d2d8f2ad9677551e10230e,https://ascend-path-pulse.base44.app,Ascend,"The user is building ""Stride,"" a goal-tracking and financial management platform. The platform has been significantly enhanced for mobile readiness and improved UX. Key UI/UX updates include the implementation of a `BottomTabNav` and `MobileHeader` with safe-area support, adoption of `next-themes` f",,e21c1fa2-cd39-4f93-9076-fe8e357ecc44,Not Enabled for Wix,orange,70,Financial Services,Digital Banking / Money Services / P2P Payments,['financial management'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=e21c1fa2-cd39-4f93-9076-fe8e357ecc44&providerId=,,https://app.base44.com/apps/69d2d8f2ad9677551e10230e/editor/preview,,FALSE
69d286533ab31d96288e7ba3,https://my-flipfinder.base44.app,FlipFinder,"The project, **Flip Finder**, is a property investment platform utilizing `Property` and `SavedDeal` entities. Recent development has focused on implementing a premium subscription model using Base44 Payments (Wix Payments). This includes a `create-checkout` backend function and an `/upgrade` page d",,e2c61406-583b-4442-9452-daa6cf9df9fc,Not Enabled for Wix,orange,40,Financial Services,Loans / BNPL / Brokerage / Neobank / P2P,['investment platform'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=e2c61406-583b-4442-9452-daa6cf9df9fc&providerId=,,https://app.base44.com/apps/69d286533ab31d96288e7ba3/editor/preview,property investment platform,TRUE
694730d456f9d9629e85a6a2,https://story-forge-9e85a6a2.base44.app,StoryForge,"The user is developing **StoryForge**, an AI-powered creative writing platform. Recent efforts have centered on integrating **Base44 Payments** (powered by Wix Payments) to enable user donations. This involved implementing a `create-checkout` backend function, configuring necessary environment varia",,e87547b3-a87e-4c6a-8f49-deb879d5717c,Restricted — Review,orange,25,Fundraising,Standalone Donations / Charity Platform,['donations'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=e87547b3-a87e-4c6a-8f49-deb879d5717c&providerId=,,https://app.base44.com/apps/694730d456f9d9629e85a6a2/editor/preview,,FALSE
69763cf77ab12f21089b7105,https://refs-089b7105.base44.app,REFS,"The ""R.E.F.S"" dating platform has expanded its functionality to include a data-driven compatibility matching system and a real-time messaging interface. A new `CompatibilityScore` entity and `lib/compatibilityEngine.js` utility were implemented, featuring a weighted algorithm that calculates scores",,a87dc12c-07be-4f2a-a117-1ddf3e3136d8,Not Supportable,red,100,"Adult Content, Products, and Services",Dating Apps / Matchmaking / Companionship,"['dating platform', 'dating']",null,https://bo.wix.com/wix-payments-bo/dashboard?msid=a87dc12c-07be-4f2a-a117-1ddf3e3136d8&providerId=,,https://app.base44.com/apps/69763cf77ab12f21089b7105/editor/preview,Dating app,TRUE
69d1780004f4ba1c5d58a9bc,https://neon-spark-match-now.base44.app,SparkMatch,"The user is building ""Flame,"" a mobile-first, Tinder-style dating application on the Base44 platform. The app features a swipe-based discovery interface, real-time messaging, profile management with photo/interest support, location-based filtering, and an admin dashboard. Key technical decisions inc",,e1b166ee-831e-4418-83f7-f98607df3277,Not Supportable,red,100,"Adult Content, Products, and Services",Dating Apps / Matchmaking / Companionship,"['dating app', 'dating']",null,https://bo.wix.com/wix-payments-bo/dashboard?msid=e1b166ee-831e-4418-83f7-f98607df3277&providerId=,,https://app.base44.com/apps/69d1780004f4ba1c5d58a9bc/editor/preview,Dating app,TRUE
69c87ec6fb152a4dd350c0e2,https://spirited-quick-stock-snap.base44.app,QuickStock,The project is a dropshipping-enabled e-commerce platform for electric vehicles. Recent development focused on establishing a secure transaction pipeline by integrating Base44 Payments (Wix Payments). This involved creating a backend `create-checkout` function and an `OrderComplete` page to handle s,,8fd997f6-310e-440d-9ef1-ebf6cf16facf,Restricted — Review,orange,30,Financial Services,Dropshipping / Resale Consulting,['dropshipping'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=8fd997f6-310e-440d-9ef1-ebf6cf16facf&providerId=,,https://app.base44.com/apps/69c87ec6fb152a4dd350c0e2/editor/preview,,FALSE
69cfcd3f61f20d7128c9ad08,https://find-heart-beats.base44.app,Heartbeat,"The user is building a dating application on the Base44 platform featuring user profiles, a swipe-based discovery feed, real-time matching, and private messaging. Key entities include `UserProfile`, `SwipeAction`, `Match`, and `Message`, supported by custom UI components such as `ProfileCard`, `Swip",,4e3bb66e-daa2-4a98-bc12-00b6fe6b6df0,Not Supportable,red,100,"Adult Content, Products, and Services",Dating Apps / Matchmaking / Companionship,"['dating app', 'dating']",null,https://bo.wix.com/wix-payments-bo/dashboard?msid=4e3bb66e-daa2-4a98-bc12-00b6fe6b6df0&providerId=,,https://app.base44.com/apps/69cfcd3f61f20d7128c9ad08/editor/preview,Dating app,TRUE
69c5e76a3670d950c1aeccce,https://gift-card-vault-copy-c1aeccce.base44.app,Gift Card Vault,"The project is a gift card management application that has recently undergone critical security hardening for its backend infrastructure. Following a security review, the backend functions `expiryReminder` and `lowBalanceAlert` were identified as lacking proper authentication, potentially allowing u",,b3bacd3a-4730-4beb-b775-8de9f06092e7,Not Enabled for Wix,orange,70,Financial Services,Digital Banking / Money Services / P2P Payments,['card management'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=b3bacd3a-4730-4beb-b775-8de9f06092e7&providerId=,,https://app.base44.com/apps/69c5e76a3670d950c1aeccce/editor/preview,Gift Card Vault app,FALSE
69cf0a35e0168e5a288fc7dd,https://lume-vault-edit.base44.app,Luminescent Archive,"The project is a luxury e-commerce application featuring a curated catalog of jewelry, wristwatches, beads, and human hair, utilizing a ""Celestial Neutral"" editorial aesthetic. The application is built with a React-based frontend and Base44 backend services, incorporating a custom product schema, a",,3553d2f4-98b5-4f51-8ea7-1423e1ea559a,Restricted — Review,orange,50,Illegal Products and Services,Luxury Dropshipping / IPR Risk,['luxury e-commerce'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=3553d2f4-98b5-4f51-8ea7-1423e1ea559a&providerId=,,https://app.base44.com/apps/69cf0a35e0168e5a288fc7dd/editor/preview,,FALSE
69cdc808f39a1fa2884f5166,https://luxury-scent-link.base44.app,LNK,"The user is building ""LNK,"" a luxury e-commerce platform for high-end fragrances. The project utilizes a centralized admin panel for product management, with a frontend `StoreFront` that displays `BrandCard` components which trigger `BrandModal` selection and `CheckoutForm` flows.

Key technical imp",,5faa5c8a-a266-48f3-9a50-251587023bbc,Restricted — Review,orange,50,Illegal Products and Services,Luxury Dropshipping / IPR Risk,['luxury e-commerce'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=5faa5c8a-a266-48f3-9a50-251587023bbc&providerId=,,https://app.base44.com/apps/69cdc808f39a1fa2884f5166/editor/preview,IPR perfumes,TRUE
69cdefd124027563dcd22e86,https://daily-win-pot.base44.app,DailyPot,"The user is building a daily raffle application where users pay $0.25 to enter, and the winner receives 2/3 of the total pot. The project features a frontend built with React and Tailwind CSS, utilizing Base44 entities to manage raffle states (`Raffle`, `RaffleEntry`) and a referral system (`Referra",,7d32a816-4d9c-48df-9e25-a7737927f6f8,Likely Not Supportable — Review,red,30,Gambling and Games of Skill,Lottery / Raffle / Giveaway with Purchase,['raffle'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=7d32a816-4d9c-48df-9e25-a7737927f6f8&providerId=,,https://app.base44.com/apps/69cdefd124027563dcd22e86/editor/preview,raffles,TRUE
69c33cf840d74618d4ad0bd0,https://nwpopen.base44.app,Achdut Open: North Woodmere Tennis,"The platform for a fundraising tennis tournament is undergoing significant adjustments. Previously, the focus was on enabling individual player promotion with dedicated pages and shareable links, alongside updating registration requirements to include specific apparel sizing and skill level inputs.",,bd177975-aab9-4421-a75f-fe6112dcbfc8,Restricted — Review,orange,25,Fundraising,Standalone Donations / Charity Platform,['fundraising'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=bd177975-aab9-4421-a75f-fe6112dcbfc8&providerId=,,https://app.base44.com/apps/69c33cf840d74618d4ad0bd0/editor/preview,,FALSE
69cbea8c03b3ed837dbbadec,https://roundtripper.base44.app,DingerVault,"The user is developing ""DingerAI,"" an MLB home run prediction and parlay betting application. The project includes a ""Parlay Builder,"" a ""LiveTracker"" for bets, and an analytics dashboard. Development has focused on structuring the app to support authenticated user workflows and integrating Base44 P",,5563d744-70f9-4086-8aaa-c9b3adc17503,Not Supportable,red,50,Gambling and Games of Skill,Betting / Casino / Lottery,['betting'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=5563d744-70f9-4086-8aaa-c9b3adc17503&providerId=,,https://app.base44.com/apps/69cbea8c03b3ed837dbbadec/editor/preview,predictions on sport,TRUE
69cb413ad8ef3f32b83045a2,https://golden-grace-gather.base44.app,Silver Soirée,"The user is developing **Golden** (formerly **GoldenBond**), a luxury dating and lifestyle platform for the 55+ demographic. Recent work has focused on finalizing the core event-management infrastructure, specifically integrating Base44 Payments (via Wix Payments) for third-party event listings, and",,beb438a1-cd26-464a-a8a1-b0b6a8a9eec6,Likely Not Supportable — Review,red,40,"Adult Content, Products, and Services",Dating Apps / Matchmaking / Companionship,['dating'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=beb438a1-cd26-464a-a8a1-b0b6a8a9eec6&providerId=,,https://app.base44.com/apps/69cb413ad8ef3f32b83045a2/editor/preview,Dating app,TRUE
69caf098f36633d8a7105a00,https://cuss-win-spin.base44.app,CUSSino,"The project is ""CUSSino,"" a profanity-themed sweepstakes slot machine application featuring a dark, neon-lit casino aesthetic. Core functionality includes a custom slot machine interface with animated reels, a payout system, a leaderboard of ""degenerates,"" and a daily bonus system. The application u",,8b8d6430-664c-41a6-8481-c66b7cb71f03,Not Supportable,red,100,Gambling and Games of Skill,Betting / Casino / Lottery,"['slot machine', 'casino', 'slot']",null,https://bo.wix.com/wix-payments-bo/dashboard?msid=8b8d6430-664c-41a6-8481-c66b7cb71f03&providerId=,,https://app.base44.com/apps/69caf098f36633d8a7105a00/editor/preview,casino games,TRUE
694e1e203a2f1ccfe4e7c496,https://financial-stability-pro-e4e7c496.base44.app,Financial Stability Pro,"The ""ND Life Harbor"" application has evolved into a comprehensive financial management suite. Key recent developments include the deployment of a `DebtPayoffCalculator` at `/DebtPayoffCalculator` and the integration of a `StrategyComparison` component into the `Debt` page, which provides interactive",,6f3212f3-7974-435e-af0b-26e5448e6a9e,Not Enabled for Wix,orange,70,Financial Services,Digital Banking / Money Services / P2P Payments,['financial management'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=6f3212f3-7974-435e-af0b-26e5448e6a9e&providerId=,,https://app.base44.com/apps/694e1e203a2f1ccfe4e7c496/editor/preview,,FALSE
69ca0fbd0f32bb2f0e1d6926,https://strict-signal-core-live.base44.app,Stock Signal Hub,"The user is building ""Stock Signal Hub,"" a dark-themed, HUD-inspired stock analysis platform designed for beginners. The core functionality centers on a search-driven interface where users input a stock symbol to receive a BUY, SELL, or HOLD signal based on 50-day moving average trends, accompanied",,c5da3009-1a0e-4461-9aae-761ed3dc1891,Restricted — Review,orange,60,Financial Services,Trading Signals / Investment Advice,['stock signal'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=c5da3009-1a0e-4461-9aae-761ed3dc1891&providerId=,,https://app.base44.com/apps/69ca0fbd0f32bb2f0e1d6926/editor/preview,REAL-TIME STOCK ANALYSIS • BUY/SELL SIGNALS • 50-DAY MOVING AVERAGE STRATEGY,TRUE
69c95663aaf0bb798f4b5e88,https://aromatic-kind-circle-connect.base44.app,Kinship,"The user is continuing the development of ""Social Orbit,"" a dating application. The focus has shifted to rebranding the app with a ""cool and premium"" aesthetic, utilizing a color palette of deep blues, teals, and whites, while retaining the existing name ""Social Orbit."" This involves updating the vi",,f9bb825e-5114-4850-819d-80ff2d826ad0,Not Supportable,red,100,"Adult Content, Products, and Services",Dating Apps / Matchmaking / Companionship,"['dating app', 'dating']",null,https://bo.wix.com/wix-payments-bo/dashboard?msid=f9bb825e-5114-4850-819d-80ff2d826ad0&providerId=,,https://app.base44.com/apps/69c95663aaf0bb798f4b5e88/editor/preview,Dating app,TRUE
69c908aa5ddc17fb8393bde7,https://sly-neon-pulse-live.base44.app,NeonPulse,"The user is building ""CamVerse,"" a full-stack live cam platform for users 18+ featuring interactive video rooms (solo, party, date, DJ studio), matchmaking capabilities, internal messaging, and comprehensive administrative tools. The platform includes advanced functionality such as visualizer rooms",,c2dda143-9830-4ff2-8d23-6764c96e0286,Not Supportable,red,70,"Adult Content, Products, and Services",Dating Apps / Matchmaking / Companionship,['matchmaking'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=c2dda143-9830-4ff2-8d23-6764c96e0286&providerId=,,https://app.base44.com/apps/69c908aa5ddc17fb8393bde7/editor/preview,Dating app,TRUE
69c8ac806377b7f65b378295,https://eroticclothing.base44.app,Erotic Clothing,"The user is building a high-fashion, hyper-feminine e-commerce website called **Erotic Clothing**, inspired by Y2K glam, ""bimbo core,"" and hyper-pop aesthetics. The project focuses on a vibrant, bold identity featuring hot pinks, chrome accents, and a ""main character"" brand voice designed to appeal",,78adedbc-2552-4640-a499-6aa0b7078f71,Not Supportable,red,50,Illegal Products and Services,Counterfeit / Fake IDs / Human Trafficking,['inspired by'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=78adedbc-2552-4640-a499-6aa0b7078f71&providerId=,,https://app.base44.com/apps/69c8ac806377b7f65b378295/editor/preview,no IPR at the moment,FALSE
69c6a7dc55c95b58c35ed3a3,https://affiliate-pro-usa.base44.app,Affiliate Pro,"The user is continuing to develop the ""Affiliate Pro"" application, focusing on enhancing its branding and core functionality. Previously, the project underwent a significant aesthetic refactor, adopting a high-end, editorial style inspired by ""Oak Theory,"" and a new minimalist geometric logo was int",,e5e18de6-4c60-4fca-8b33-27656b2b5f11,Not Supportable,red,50,Illegal Products and Services,Counterfeit / Fake IDs / Human Trafficking,['inspired by'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=e5e18de6-4c60-4fca-8b33-27656b2b5f11&providerId=,,https://app.base44.com/apps/69c6a7dc55c95b58c35ed3a3/editor/preview,possible deceptive marketing practice,TRUE
69c4a2bd5d0284fc64e49b60,https://brilliant-smart-flow-budget.base44.app,FlowBudget,"The user is developing **FinanceIQ**, a financial management platform, and has recently focused on administrative access control and subscription management. To enable granular platform administration, a new `Admin.jsx` page was created and integrated into the application navigation. This page is co",,eec9bae2-2051-4b63-963c-c0a150ba9dfe,Not Enabled for Wix,orange,70,Financial Services,Digital Banking / Money Services / P2P Payments,['financial management'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=eec9bae2-2051-4b63-963c-c0a150ba9dfe&providerId=,,https://app.base44.com/apps/69c4a2bd5d0284fc64e49b60/editor/preview,,FALSE
69c6e02a0065413aa5c4f2dd,https://silver-master-trade-flow.base44.app,TradeFlow AI,"The user is building **TradeWise AI**, a day trading education platform featuring a dashboard, structured learning modules, a strategy library, an AI-powered trading coach, a paper trading simulator, and a trading glossary. The app uses React, Tailwind CSS, and Lucide icons to deliver a professional",,bebcb376-a6b4-466e-b054-96eb834fbea4,Restricted — Review,orange,60,Financial Services,Trading Signals / Investment Advice,"['day trading', 'trading education']",null,https://bo.wix.com/wix-payments-bo/dashboard?msid=bebcb376-a6b4-466e-b054-96eb834fbea4&providerId=,,https://app.base44.com/apps/69c6e02a0065413aa5c4f2dd/editor/preview,education on trading,FALSE
69c6a87302de6451a689e045,https://dynamic-smart-health-path.base44.app,MediMatch,"The MediMatch health insurance platform continues to evolve into a more comprehensive comparison tool. The project is currently expanding its wizard-based profile collection and result filtering capabilities to better support complex healthcare needs, including provider network preferences and medic",,a2318bde-2eb5-452a-8369-af83d00872a4,Restricted — Review,orange,40,Insurance,Insurance Products,['health insurance'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=a2318bde-2eb5-452a-8369-af83d00872a4&providerId=,,https://app.base44.com/apps/69c6a87302de6451a689e045/editor/preview,,FALSE
69c344fb3b51fbcd2ab1cb86,https://concilia-track-flow.base44.app,Concilia,"The project is a financial management application on Base44 that now includes a customer-facing portal. Key entities include `Document` and `DocumentMovement`, supporting workflows for mass reconciliation, automated overdue alerting, and analytical dashboards. The UI utilizes Tailwind CSS, `recharts",,19544e59-a373-4bf9-a202-41cd4255f323,Not Enabled for Wix,orange,70,Financial Services,Digital Banking / Money Services / P2P Payments,['financial management'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=19544e59-a373-4bf9-a202-41cd4255f323&providerId=,,https://app.base44.com/apps/69c344fb3b51fbcd2ab1cb86/editor/preview,,FALSE
